"","logFC","logCPM","LR","PValue"
"SPU_015436",0.482616660320981,6.36586569939595,2.54891800793801,0.110369817018864
"SPU_028720",0.140334330561384,7.18256500077176,0.2805740344911,0.596325220855204
"SPU_022152",-1.01802043973284,5.45191897235802,4.64000941716195,0.0312348310766743
"SPU_005154",-0.518967824569731,5.75003724584179,1.84381181622506,0.174504835450137
"SPU_022149",-0.529571747219278,7.92340426817198,5.39500486623787,0.0201944691378246
"SPU_022148",-0.195262883573013,4.72613794728274,0.10722052962463,0.743330987306387
"SPU_016329",-0.297460639377546,7.95242729370918,1.64647863051953,0.199438886725856
"SPU_011603",0.28317780411007,2.74110651489377,0.0672706782911057,0.795352925326708
"SPU_026306",-2.18258952036587,4.42130120150508,13.8922956073659,0.000193590406701193
"SPU_027852",-0.234647697113239,7.27691611351016,0.93420856248387,0.333771715299075
"SPU_014755",-0.216221291952459,3.4416801233366,0.0434419829613688,0.834895260433865
"SPU_012109",0.532908664405505,4.64703044485308,0.914603041952635,0.338896038910362
"SPU_024924",0.592799859704551,2.9471140732823,0.176117877268188,0.674730923722153
"SPU_027849",0.36793551886271,5.63626166485631,0.681466376334452,0.409082239635941
"SPU_015256",-0.0679723976656524,5.66448533959902,0.0187168987970807,0.891181202432691
"SPU_004514",-0.38547197731408,2.93815401224033,0.19102647438909,0.662063661512185
"SPU_004513",1.56623240343255,2.2069194966661,1.8072758143313,0.178835367379196
"SPU_015554",-0.282691379173762,6.40279453412186,0.667343642603942,0.413979269877152
"SPU_014791",-0.372443157287473,7.82805911964682,2.92570200500043,0.0871792997049866
"SPU_028295",0.731158290968634,5.29464388330049,2.01949009506396,0.15529128128479
"ENSRNA022745299",1.82336293603487,4.37540884279692,5.63197640317259,0.0176357366535252
"SPU_021929",0.596115834056103,4.28153315081097,0.73616341285371,0.390892652362267
"SPU_023539",0.652326186840169,3.39560977726937,0.759927293451128,0.383351276932403
"SPU_014790",0.120315784105432,7.24786204545022,0.217647733837875,0.640838101861899
"SPU_015557",-0.355872966734433,4.6220928930454,0.491749447860721,0.483147952031859
"SPU_005414",1.4103224002775,4.29891484954697,3.62010159369493,0.0570853871369725
"SPU_019632",0.0151450598574151,6.66745473722188,0.00253070552277634,0.959878448370528
"SPU_000159",0.4665126315901,6.58211492699079,2.39517571726058,0.121710073341724
"SPU_000158",-0.281071552892253,1.25724045278419,-1.31959063966706e-09,1
"SPU_000157",1.52498058714405,2.70019577261244,1.92458430443397,0.165352169074644
"SPU_022093",-1.5619748696107,2.80493598808851,1.60087986263463,0.205778565936999
"SPU_024435",-0.106796718413582,2.64350900181373,0.0123616307550307,0.911471334546937
"SPU_004350",0.420963205450912,6.04808682417523,1.59354921912144,0.206819781476903
"SPU_007586",-0.32677615414077,7.54714113753832,2.06128958275574,0.151082263385191
"SPU_007589",0.057099048171479,7.5862267072642,0.0642431311895786,0.79991100005323
"SPU_007587",0.474156263025359,3.61882570861886,0.526421317524149,0.468115309990397
"SPU_007588",0.289328628370654,6.22035254575329,0.82834913294291,0.362750329182798
"SPU_003767",0.664613268387342,4.29747737632965,1.3734868835103,0.241213691185367
"SPU_003766",0.768435328866265,1.90652234094461,0.811513360524467,0.367673203156714
"SPU_024811",-0.497367695092022,1.42316985515054,0.213272502154359,0.644214452881313
"SPU_013329",0.70983226985585,5.65043497138619,2.10786798679649,0.146543359471723
"SPU_013331",0.397566548854794,4.57869720663301,0.425520218924824,0.514195335759204
"SPU_015191",0.253127084235058,1.60830525400261,0.07586521627832,0.78298097385548
"SPU_005860",0.743436651184495,2.14273902997078,0.570574056182254,0.45003089189702
"SPU_016035",0.0334316335107177,8.9245399302818,0.027846678596946,0.867469788400644
"SPU_013304",0.00236238514430983,7.27817746174071,9.15350258914316e-05,0.992366440582693
"SPU_008105",-1.24465627392365,4.45631572464594,5.25588504293333,0.0218726746839822
"SPU_026331",2.74626327737909,2.35577840140925,4.76591233071546,0.0290286705154103
"SPU_026332",0.582895262213959,7.04713936923577,5.19623481120678,0.0226358679660702
"SPU_019629",-0.893773558236783,5.76438253029909,4.36293343188596,0.036729007358133
"SPU_023979",0.387739371679307,3.74075374941246,0.291786575275818,0.589077919049716
"SPU_024125",-0.347607739638005,1.66210288023179,0.150397012498844,0.698156247332479
"SPU_013352",-0.342601331515825,3.49676261329072,0.204419185118617,0.651177206203082
"SPU_013353",-0.647141360683587,2.99530170999499,0.635143913638728,0.425474746479603
"SPU_025859",0.0421215127077576,7.73257232502224,0.0291384513268929,0.86445975190377
"SPU_001829",0.0617130052371609,2.87091187212428,0.00711298093451068,0.932787310621129
"SPU_028401",0.389130485873492,6.77220986107554,1.72265021492657,0.189352261262085
"SPU_005069",-0.139643185201106,5.30974238410253,0.10996756943801,0.740181060552241
"SPU_010417",2.2053023327482,3.06120867043896,7.2842338532114,0.00695623918115516
"SPU_008312",0.187741138470915,5.60941761919656,0.237544452030221,0.625985293362801
"SPU_015981",0.321649935405399,5.62208954356705,0.611694484428716,0.434150519258554
"SPU_015983",-1.16263478864571,3.45015960350882,2.26341149663453,0.132461972868838
"SPU_015982",-0.0804226972217495,2.87226767039412,0.00877061147738445,0.925385964227783
