"","lm_id","geneid","Treat","intercept","slope"
"60","SPU_000040_Maternal","SPU_000040","Maternal",-0.238335401447958,0.0339796633457478
"61","SPU_000041_Developmental","SPU_000041","Developmental",0.867908828545554,-0.0305529925435482
"62","SPU_000041_Maternal","SPU_000041","Maternal",2.4042367143901,-0.0611781414895261
"63","SPU_000042_Developmental","SPU_000042","Developmental",-0.381690850257301,0.11901228430972
"64","SPU_000042_Maternal","SPU_000042","Maternal",0.460404338884021,-0.158560392845012
"65","SPU_000043_Developmental","SPU_000043","Developmental",-0.0108558482048176,0.0850568202750543
"66","SPU_000043_Maternal","SPU_000043","Maternal",-0.473308865770273,0.183334858614987
"67","SPU_000044_Developmental","SPU_000044","Developmental",-0.308827123306971,0.084570935104415
"68","SPU_000044_Maternal","SPU_000044","Maternal",-1.64523063277165,0.464427535376144
"69","SPU_000046_Developmental","SPU_000046","Developmental",0.48748706043156,-0.0897311873901608
"70","SPU_000046_Maternal","SPU_000046","Maternal",0.530685195115082,-0.113138171546682
"71","SPU_000047_Developmental","SPU_000047","Developmental",0.745489466265284,-0.127408965623337
"72","SPU_000047_Maternal","SPU_000047","Maternal",-0.909541290837176,0.117007757263796
"73","SPU_000048_Developmental","SPU_000048","Developmental",-0.855166138888743,0.198747804712435
"74","SPU_000048_Maternal","SPU_000048","Maternal",0.163904205418299,-0.00991557780949569
"75","SPU_000049_Developmental","SPU_000049","Developmental",0.635057784385787,-0.071693481198698
"76","SPU_000049_Maternal","SPU_000049","Maternal",-0.111582905211625,-0.00725633766246297
"77","SPU_000050_Developmental","SPU_000050","Developmental",1.15360236643197,-0.244767389229782
"78","SPU_000050_Maternal","SPU_000050","Maternal",-0.529946106959448,0.0215734876154173
"79","SPU_000052_Developmental","SPU_000052","Developmental",-0.109976344926289,0.00984915250910067
"80","SPU_000052_Maternal","SPU_000052","Maternal",0.234214848003012,-0.0256179896204693
"81","SPU_000053_Developmental","SPU_000053","Developmental",0.0964127000393163,-0.00453688481250254
"82","SPU_000053_Maternal","SPU_000053","Maternal",-0.486215039594949,0.00720847818366978
"83","SPU_000054_Developmental","SPU_000054","Developmental",0.272521760204469,-0.00120338576373433
"84","SPU_000054_Maternal","SPU_000054","Maternal",-0.277863658648868,0.0115712289006914
"85","SPU_000055_Developmental","SPU_000055","Developmental",-0.465638974558994,0.0440271543846562
"86","SPU_000055_Maternal","SPU_000055","Maternal",-0.358743636204716,0.0621894765702551
"87","SPU_000056_Developmental","SPU_000056","Developmental",-0.0933000664339697,0.00273893406930609
"88","SPU_000056_Maternal","SPU_000056","Maternal",-0.166516772835014,0.0056655823199582
"89","SPU_000057_Developmental","SPU_000057","Developmental",-1.74882220810643,0.366844564076649
"90","SPU_000057_Maternal","SPU_000057","Maternal",-0.488999520200906,0.138634571718709
"91","SPU_000059_Developmental","SPU_000059","Developmental",-0.539636265589947,0.394033035421726
"92","SPU_000059_Maternal","SPU_000059","Maternal",0.346245762786079,-0.275314624017371
"93","SPU_000060_Developmental","SPU_000060","Developmental",0.141962405134228,-0.0213053813749135
"94","SPU_000060_Maternal","SPU_000060","Maternal",-0.300640893634279,0.0146435695878943
"95","SPU_000061_Developmental","SPU_000061","Developmental",0.169084390948949,-0.0766495670148691
"96","SPU_000061_Maternal","SPU_000061","Maternal",-1.12570128273228,0.288315851427169
"97","SPU_000062_Developmental","SPU_000062","Developmental",-0.347127155347769,0.115169230271567
"98","SPU_000062_Maternal","SPU_000062","Maternal",-0.11766828853206,0.026177083013915
"99","SPU_000063_Developmental","SPU_000063","Developmental",-7.69103668375409,1.77953757832971
"100","SPU_000063_Maternal","SPU_000063","Maternal",13.3294735694157,-3.05290072536731
"101","SPU_000066_Developmental","SPU_000066","Developmental",0.0373352180452402,0.00347041450059546
"102","SPU_000066_Maternal","SPU_000066","Maternal",-0.147689873365358,0.0258944873763554
"103","SPU_000067_Developmental","SPU_000067","Developmental",-0.542627795448466,0.134372677063855
"104","SPU_000067_Maternal","SPU_000067","Maternal",0.254540800958501,-0.0219417681851365
"105","SPU_000068_Developmental","SPU_000068","Developmental",0.685326558188566,-0.150980994923517
"106","SPU_000068_Maternal","SPU_000068","Maternal",-1.23964625200122,0.193431767886856
"107","SPU_000069_Developmental","SPU_000069","Developmental",-0.590953548362316,0.258723859497531
"108","SPU_000069_Maternal","SPU_000069","Maternal",-0.0377059415744301,0.06182543458112
"109","SPU_000070_Developmental","SPU_000070","Developmental",-0.0674217605110205,0.0282253313404934
"110","SPU_000070_Maternal","SPU_000070","Maternal",-0.112743848304302,0.000401814805472878
"111","SPU_000071_Developmental","SPU_000071","Developmental",-0.962901457805659,0.0899387374346009
"112","SPU_000071_Maternal","SPU_000071","Maternal",-0.506392439835952,0.0273018408379483
"113","SPU_000072_Developmental","SPU_000072","Developmental",1.05157326996733,-0.3751839732524
"114","SPU_000072_Maternal","SPU_000072","Maternal",-1.49380489579348,0.549362409679876
"115","SPU_000073_Developmental","SPU_000073","Developmental",-0.0652619164314747,-0.0047419404064726
"116","SPU_000073_Maternal","SPU_000073","Maternal",-0.128992009791409,0.0521138469938308
"117","SPU_000074_Developmental","SPU_000074","Developmental",1.52033323460499,-0.215376978759271
"118","SPU_000074_Maternal","SPU_000074","Maternal",0.28552136960117,-0.0141665276504115
"119","SPU_000075_Developmental","SPU_000075","Developmental",0.261974271636205,-0.0955767873184933
"120","SPU_000075_Maternal","SPU_000075","Maternal",0.319855926204437,-0.0162099220612489
"121","SPU_000076_Developmental","SPU_000076","Developmental",0.306625537885993,-0.0341326758627745
"122","SPU_000076_Maternal","SPU_000076","Maternal",-0.0916736478140339,-0.00966107525523092
"123","SPU_000077_Developmental","SPU_000077","Developmental",-0.0933863295707638,0.0330886147610231
"124","SPU_000077_Maternal","SPU_000077","Maternal",-0.426827256810774,0.0547781138968374
"125","SPU_000080_Developmental","SPU_000080","Developmental",-0.511223353045711,0.0192101766321938
"126","SPU_000080_Maternal","SPU_000080","Maternal",0.314187941558004,-0.0295297495858068
"127","SPU_000081_Developmental","SPU_000081","Developmental",0.182899936799668,-0.0728517652077876
"128","SPU_000081_Maternal","SPU_000081","Maternal",-0.509924696369629,0.175684861339091
"129","SPU_000082_Developmental","SPU_000082","Developmental",-0.0916930081069794,0.124580584668266
"130","SPU_000082_Maternal","SPU_000082","Maternal",0.945138308182039,-0.169771024122354
"131","SPU_000084_Developmental","SPU_000084","Developmental",0.167311107386613,-0.0112270550998113
"132","SPU_000084_Maternal","SPU_000084","Maternal",-0.156405594506281,0.00811150758403888
"133","SPU_000085_Developmental","SPU_000085","Developmental",1.44847534752071,-0.708128958088416
"134","SPU_000085_Maternal","SPU_000085","Maternal",-1.82672702600913,0.858575694802142
"135","SPU_000086_Developmental","SPU_000086","Developmental",0.429023390686331,-0.248284574700281
"136","SPU_000086_Maternal","SPU_000086","Maternal",0.449242523365928,-0.265456882728522
"137","SPU_000087_Developmental","SPU_000087","Developmental",0.175381220498437,-0.0407341525940429
"138","SPU_000087_Maternal","SPU_000087","Maternal",1.19325019136387,-0.223560841432165
"139","SPU_000088_Developmental","SPU_000088","Developmental",-0.110960369196421,0.065989627674151
"140","SPU_000088_Maternal","SPU_000088","Maternal",0.304220260936973,-0.194775638023443
"141","SPU_000089_Developmental","SPU_000089","Developmental",0.470790250193786,-0.338669245712352
"142","SPU_000089_Maternal","SPU_000089","Maternal",-0.354294300587821,0.236920175173422
"143","SPU_000090_Developmental","SPU_000090","Developmental",1.36276626325633,-0.629420576699786
"144","SPU_000090_Maternal","SPU_000090","Maternal",-0.307940004594599,0.199844164466629
"145","SPU_000091_Developmental","SPU_000091","Developmental",-0.150919318129202,0.0280303836139636
"146","SPU_000091_Maternal","SPU_000091","Maternal",-0.0643497724524863,0.0222214725518056
"147","SPU_000092_Developmental","SPU_000092","Developmental",-0.437399206931496,0.0441840613224527
"148","SPU_000092_Maternal","SPU_000092","Maternal",3.66735950483559,-0.429586382491988
"149","SPU_000094_Developmental","SPU_000094","Developmental",-0.0206588912768964,0.000644456152910719
"150","SPU_000094_Maternal","SPU_000094","Maternal",-1.08383890581496,0.0885648335930426
"151","SPU_000095_Developmental","SPU_000095","Developmental",-1.76442199978252,0.756502514151588
"152","SPU_000095_Maternal","SPU_000095","Maternal",-2.80461205085092,1.15263182190701
"153","SPU_000096_Developmental","SPU_000096","Developmental",-0.489948227355472,0.0698030186335985
"154","SPU_000096_Maternal","SPU_000096","Maternal",0.707633400093719,-0.021433130388404
"155","SPU_000098_Developmental","SPU_000098","Developmental",0.709982797853315,-0.0587491212772818
"156","SPU_000098_Maternal","SPU_000098","Maternal",0.0846224800132982,-0.00255587320162624
"157","SPU_000100_Developmental","SPU_000100","Developmental",0.357042423424083,-0.132804736887029
"158","SPU_000100_Maternal","SPU_000100","Maternal",-2.34329726495722,0.528594942184353
"159","SPU_000101_Developmental","SPU_000101","Developmental",-0.398413850155966,0.018004604386128
"160","SPU_000101_Maternal","SPU_000101","Maternal",-0.0297281219296938,-0.00628557796131288
"161","SPU_000105_Developmental","SPU_000105","Developmental",-0.0595459979494888,0.00980173948688622
"162","SPU_000105_Maternal","SPU_000105","Maternal",-0.298761212196654,0.043376225626507
"163","SPU_000106_Developmental","SPU_000106","Developmental",2.19075490997347,-1.16321523919911
"164","SPU_000106_Maternal","SPU_000106","Maternal",0.828674422679476,-0.452174124389536
"165","SPU_000109_Developmental","SPU_000109","Developmental",1.25017593813913,-0.739126192027164
"166","SPU_000109_Maternal","SPU_000109","Maternal",-0.188979375075135,0.134742525280844
"167","SPU_000111_Developmental","SPU_000111","Developmental",-0.85084933702105,0.0970468689248044
"168","SPU_000111_Maternal","SPU_000111","Maternal",0.383062710580812,-0.125989224823376
"169","SPU_000113_Developmental","SPU_000113","Developmental",-0.145829123176455,-0.225225704859431
"170","SPU_000113_Maternal","SPU_000113","Maternal",0.144742347921045,0.216199563585294
"171","SPU_000116_Developmental","SPU_000116","Developmental",-2.16132836946228,0.517081360064339
"172","SPU_000116_Maternal","SPU_000116","Maternal",0.698231573477289,-0.15539849736852
"173","SPU_000118_Developmental","SPU_000118","Developmental",0.162131411334689,-0.0516615256537544
"174","SPU_000118_Maternal","SPU_000118","Maternal",-0.127394292810371,0.0517031930450972
"175","SPU_000121_Developmental","SPU_000121","Developmental",-0.86874576658315,0.149205587396832
"176","SPU_000121_Maternal","SPU_000121","Maternal",-0.579602975565211,0.119749324849116
"177","SPU_000122_Developmental","SPU_000122","Developmental",-0.278454685191627,0.0825513233514233
"178","SPU_000122_Maternal","SPU_000122","Maternal",0.283336998716387,-0.0759740631165743
"179","SPU_000124_Developmental","SPU_000124","Developmental",1.16309896223032,-0.319363924081842
"180","SPU_000124_Maternal","SPU_000124","Maternal",-1.14987249829506,0.298543988101473
"181","SPU_000126_Developmental","SPU_000126","Developmental",0.167501155383759,-0.118983375527383
"182","SPU_000126_Maternal","SPU_000126","Maternal",-0.77121899322371,0.531615286993137
"183","SPU_000127_Developmental","SPU_000127","Developmental",0.392993374125686,-0.0182089299923378
"184","SPU_000127_Maternal","SPU_000127","Maternal",0.057997412543656,-0.0020252404300128
"185","SPU_000128_Developmental","SPU_000128","Developmental",-0.399431972764527,0.0217952369687143
"186","SPU_000128_Maternal","SPU_000128","Maternal",-0.112664668018736,0.0263765734464169
"187","SPU_000129_Developmental","SPU_000129","Developmental",-0.556936315585535,0.133984736501837
"188","SPU_000129_Maternal","SPU_000129","Maternal",1.25859696058941,-0.218075193709068
"189","SPU_000130_Developmental","SPU_000130","Developmental",0.149925828803504,-0.0586859741958136
"190","SPU_000130_Maternal","SPU_000130","Maternal",-0.221395636736348,0.0751508472759959
"191","SPU_000131_Developmental","SPU_000131","Developmental",-0.940544156091803,0.571353488763907
"192","SPU_000131_Maternal","SPU_000131","Maternal",0.462447438160806,-0.288285599288082
"193","SPU_000133_Developmental","SPU_000133","Developmental",-1.1025840222795,0.145813605724579
"194","SPU_000133_Maternal","SPU_000133","Maternal",-0.190990623337435,-0.0551553003701609
"195","SPU_000134_Developmental","SPU_000134","Developmental",0.0220288925608861,-0.000640162270670264
"196","SPU_000134_Maternal","SPU_000134","Maternal",-3.09818019272071,1.38566391973608
"197","SPU_000135_Developmental","SPU_000135","Developmental",-0.0141850081094543,-0.0164290851980724
"198","SPU_000135_Maternal","SPU_000135","Maternal",-0.0578774499053996,0.0219679157574168
"199","SPU_000137_Developmental","SPU_000137","Developmental",2.36862614193664,-1.06204752588044
"200","SPU_000137_Maternal","SPU_000137","Maternal",-3.01704171059996,1.32976813870715
"201","SPU_000138_Developmental","SPU_000138","Developmental",-0.321388567161404,0.0245058895442092
"202","SPU_000138_Maternal","SPU_000138","Maternal",0.350128652374968,-0.0260034554556289
"203","SPU_000139_Developmental","SPU_000139","Developmental",1.192819040438,-0.59771329786006
"204","SPU_000139_Maternal","SPU_000139","Maternal",-1.70967533708821,0.855933190448231
"205","SPU_000141_Developmental","SPU_000141","Developmental",0.542578620506536,-0.0145548095578589
"206","SPU_000141_Maternal","SPU_000141","Maternal",1.87238796372211,-0.206127273555348
"207","SPU_000142_Developmental","SPU_000142","Developmental",0.111993438576838,0.00215494560779323
"208","SPU_000142_Maternal","SPU_000142","Maternal",-0.27425162119643,0.0105935556247198
"209","SPU_000144_Developmental","SPU_000144","Developmental",-0.398803998350582,0.0639718764820348
"210","SPU_000144_Maternal","SPU_000144","Maternal",0.0244827232371447,-0.0491267590926098
"211","SPU_000145_Developmental","SPU_000145","Developmental",-0.0522535809642017,0.037252465156173
"212","SPU_000145_Maternal","SPU_000145","Maternal",-0.0161583671513004,-0.0396587777920525
"213","SPU_000146_Developmental","SPU_000146","Developmental",0.274044796978331,-0.00976243696605326
"214","SPU_000146_Maternal","SPU_000146","Maternal",-0.398319097173512,0.0233406357650342
"215","SPU_000148_Developmental","SPU_000148","Developmental",-0.941156526737465,0.514402934418662
"216","SPU_000148_Maternal","SPU_000148","Maternal",-4.08575287128259,2.15637924964288
"217","SPU_000150_Developmental","SPU_000150","Developmental",-0.687436230834225,0.169598268733939
"218","SPU_000150_Maternal","SPU_000150","Maternal",-3.13680293910632,0.822553226873121
"219","SPU_000151_Developmental","SPU_000151","Developmental",-0.190059439921568,0.025290789267389
"220","SPU_000151_Maternal","SPU_000151","Maternal",-0.0149815463918135,0.01214698330084
"221","SPU_000152_Developmental","SPU_000152","Developmental",-0.355470054382907,0.0379869539983649
"222","SPU_000152_Maternal","SPU_000152","Maternal",0.416672923363264,-0.0201849597310807
"223","SPU_000153_Developmental","SPU_000153","Developmental",-1.22909654309588,0.174998395299195
"224","SPU_000153_Maternal","SPU_000153","Maternal",0.404850523612975,-0.0530638997105303
"225","SPU_000156_Developmental","SPU_000156","Developmental",0.112934704828343,-0.11120142482077
"226","SPU_000156_Maternal","SPU_000156","Maternal",-1.06067219729111,0.277533804014037
"227","SPU_000157_Developmental","SPU_000157","Developmental",-2.15108890577427,0.828321001313904
"228","SPU_000157_Maternal","SPU_000157","Maternal",1.06808599415161,-0.206357123565734
"229","SPU_000158_Developmental","SPU_000158","Developmental",-2.26149465706712,0.989600616445011
"230","SPU_000158_Maternal","SPU_000158","Maternal",-0.118256516927137,-0.0347282089844042
"231","SPU_000159_Developmental","SPU_000159","Developmental",-0.354372812221156,0.0167812314648538
"232","SPU_000159_Maternal","SPU_000159","Maternal",-0.453008967137703,0.0171303974803985
"233","SPU_000162_Developmental","SPU_000162","Developmental",0.862938919147617,-0.160611855117686
"234","SPU_000162_Maternal","SPU_000162","Maternal",-0.316688663015359,0.0849725642719701
"235","SPU_000163_Developmental","SPU_000163","Developmental",-0.777748561203173,0.244086879213489
"236","SPU_000163_Maternal","SPU_000163","Maternal",-0.7850960907898,0.147043075655093
"237","SPU_000165_Developmental","SPU_000165","Developmental",0.968466986597792,-0.0757340118902948
"238","SPU_000165_Maternal","SPU_000165","Maternal",1.40591949521386,-0.360412187627945
"239","SPU_000166_Developmental","SPU_000166","Developmental",-0.030767866187615,0.0318886123498543
"240","SPU_000166_Maternal","SPU_000166","Maternal",-0.144059306108947,0.00690920884207395
"241","SPU_000167_Developmental","SPU_000167","Developmental",0.50284023194853,0.0119333372504813
"242","SPU_000167_Maternal","SPU_000167","Maternal",-0.581776365195441,0.0440634507401029
"243","SPU_000168_Developmental","SPU_000168","Developmental",-0.379746679894854,0.0979140682596896
"244","SPU_000168_Maternal","SPU_000168","Maternal",0.497401023963664,-0.043696527253038
"245","SPU_000169_Developmental","SPU_000169","Developmental",-0.024509708955927,0.00162692256847466
"246","SPU_000169_Maternal","SPU_000169","Maternal",0.142224390227082,-0.0119226140767997
"247","SPU_000170_Developmental","SPU_000170","Developmental",-0.0903540487255902,0.00845513166946294
"248","SPU_000170_Maternal","SPU_000170","Maternal",0.0833333780206138,-0.0183337081737452
"249","SPU_000171_Developmental","SPU_000171","Developmental",0.116956724472546,0.00116322370937718
"250","SPU_000171_Maternal","SPU_000171","Maternal",-0.311141858808364,0.036781920303328
"251","SPU_000172_Developmental","SPU_000172","Developmental",-0.200587205766135,0.191290480637137
"252","SPU_000172_Maternal","SPU_000172","Maternal",-0.232085525640631,0.221625196108484
"253","SPU_000173_Developmental","SPU_000173","Developmental",1.58013050676801,-0.255661592326401
"254","SPU_000173_Maternal","SPU_000173","Maternal",-1.21214255016751,0.199475931618953
"255","SPU_000174_Developmental","SPU_000174","Developmental",-0.608122281166278,0.0911616955259803
"256","SPU_000174_Maternal","SPU_000174","Maternal",-0.38605080861874,0.0596618167400171
"257","SPU_000175_Developmental","SPU_000175","Developmental",0.936083135656181,-0.140829259894914
"258","SPU_000175_Maternal","SPU_000175","Maternal",-0.858658242330005,0.114916123542625
"259","SPU_000176_Developmental","SPU_000176","Developmental",-0.0287664364919113,-0.00178739054413476
"260","SPU_000176_Maternal","SPU_000176","Maternal",0.0212814525348328,-0.0091986387415555
"261","SPU_000177_Developmental","SPU_000177","Developmental",-0.56091971526922,0.00517495285514542
"262","SPU_000177_Maternal","SPU_000177","Maternal",-4.02146613076403,0.379691229878131
"263","SPU_000178_Developmental","SPU_000178","Developmental",-0.556571249262221,0.0620237610071188
"264","SPU_000178_Maternal","SPU_000178","Maternal",0.413214429388249,-0.0459557478468304
"265","SPU_000181_Developmental","SPU_000181","Developmental",1.52806954942785,-0.152076740694724
"266","SPU_000181_Maternal","SPU_000181","Maternal",0.231749751926233,-0.00545454776894867
"267","SPU_000183_Developmental","SPU_000183","Developmental",0.160544361667789,-0.0160577928192622
"268","SPU_000183_Maternal","SPU_000183","Maternal",-0.159910185182472,0.0313933894890829
"269","SPU_000184_Developmental","SPU_000184","Developmental",-0.719143981300625,0.25659009857098
"270","SPU_000184_Maternal","SPU_000184","Maternal",-0.0663213675523822,-0.00454821499765985
"271","SPU_000185_Developmental","SPU_000185","Developmental",0.385122246803767,-0.0967646533611449
"272","SPU_000185_Maternal","SPU_000185","Maternal",1.32880921289536,-0.232315252862952
"273","SPU_000187_Developmental","SPU_000187","Developmental",-0.282037245181865,0.107728353733209
"274","SPU_000187_Maternal","SPU_000187","Maternal",0.450159381521055,-0.0434016752303912
"275","SPU_000188_Developmental","SPU_000188","Developmental",0.207969571538007,-0.039486243177244
"276","SPU_000188_Maternal","SPU_000188","Maternal",-0.393027437376658,0.0330604012924794
"277","SPU_000189_Developmental","SPU_000189","Developmental",-0.800276559278154,0.155371987921585
"278","SPU_000189_Maternal","SPU_000189","Maternal",0.118233047661063,-0.0337344216211176
"279","SPU_000191_Developmental","SPU_000191","Developmental",0.099612772702496,-0.039592709435759
"280","SPU_000191_Maternal","SPU_000191","Maternal",-0.0992089180809014,0.0184135834341223
"281","SPU_000192_Developmental","SPU_000192","Developmental",3.05290838241878,-1.41631011267253
"282","SPU_000192_Maternal","SPU_000192","Maternal",3.26604552085668,-1.41564288091782
"283","SPU_000193_Developmental","SPU_000193","Developmental",-3.91018472712145,2.09603766919831
"284","SPU_000193_Maternal","SPU_000193","Maternal",-5.53677367114455,3.10495304668128
"285","SPU_000195_Developmental","SPU_000195","Developmental",-0.0423150602475213,0.0209306612504185
"286","SPU_000195_Maternal","SPU_000195","Maternal",0.0457458260233095,0.0180127901329001
"287","SPU_000197_Developmental","SPU_000197","Developmental",0.334028159584729,-0.0761749949755071
"288","SPU_000197_Maternal","SPU_000197","Maternal",0.191106104659223,-0.0373890624069244
"289","SPU_000200_Developmental","SPU_000200","Developmental",2.08207326674398,-1.06518693830372
"290","SPU_000200_Maternal","SPU_000200","Maternal",-2.69314743186065,1.37867455662939
"291","SPU_000201_Developmental","SPU_000201","Developmental",0.253872800912592,-0.0337062747869489
"292","SPU_000201_Maternal","SPU_000201","Maternal",-1.29853446641197,0.539238023968959
"293","SPU_000202_Developmental","SPU_000202","Developmental",-0.0364736181460242,0.0256656124773799
"294","SPU_000202_Maternal","SPU_000202","Maternal",0.317740388273649,-0.00221262976965947
"295","SPU_000205_Developmental","SPU_000205","Developmental",-0.976476285681883,0.15833556569669
"296","SPU_000205_Maternal","SPU_000205","Maternal",0.0786416541900783,-0.0251916658029494
"297","SPU_000206_Developmental","SPU_000206","Developmental",-0.0204428518244626,0.00345136550171829
"298","SPU_000206_Maternal","SPU_000206","Maternal",0.0357688158513686,-0.0064469945224566
"299","SPU_000207_Developmental","SPU_000207","Developmental",-0.331333689990861,0.0415728478057931
"300","SPU_000207_Maternal","SPU_000207","Maternal",2.09950969089064,-0.634078828556612
"301","SPU_000208_Developmental","SPU_000208","Developmental",0.230160392455156,-0.0987536058562356
"302","SPU_000208_Maternal","SPU_000208","Maternal",0.697870863348796,-0.44768574630873
"303","SPU_000210_Developmental","SPU_000210","Developmental",-0.188496397414149,0.00115108012644964
"304","SPU_000210_Maternal","SPU_000210","Maternal",-0.163771913430213,0.00281300005948891
"305","SPU_000211_Developmental","SPU_000211","Developmental",0.34787541561195,-0.265415338384174
"306","SPU_000211_Maternal","SPU_000211","Maternal",0.473864562354492,-0.380683865043701
"307","SPU_000212_Developmental","SPU_000212","Developmental",0.505908187299251,-0.0591820390522913
"308","SPU_000212_Maternal","SPU_000212","Maternal",-0.624016108723029,0.0534487617020646
"309","SPU_000214_Developmental","SPU_000214","Developmental",-0.551615980875783,0.0604879968508816
"310","SPU_000214_Maternal","SPU_000214","Maternal",0.376391106873412,-0.0577022519491702
"311","SPU_000215_Developmental","SPU_000215","Developmental",0.430315145263417,-0.197826766195131
"312","SPU_000215_Maternal","SPU_000215","Maternal",-0.121936020208104,0.0496210518747322
