geneid,binom
SPU_001951,0
SPU_001952,0
SPU_001953,0
SPU_001954,0
SPU_001955,0
SPU_001956,1
SPU_001957,0
SPU_001964,0
SPU_001965,0
SPU_001966,0
SPU_001970,0
SPU_001971,0
SPU_001973,0
SPU_001974,0
SPU_001976,0
SPU_001978,0
SPU_001979,0
SPU_001980,0
SPU_001981,0
SPU_001983,0
SPU_001984,0
SPU_001985,0
SPU_001986,0
SPU_001988,0
SPU_001989,0
SPU_001991,0
SPU_001994,0
SPU_001998,0
SPU_001999,0
SPU_002000,0
SPU_002001,0
SPU_002002,0
SPU_002003,0
SPU_002004,0
SPU_002005,0
SPU_002006,0
SPU_002007,0
SPU_002008,0
SPU_002009,0
SPU_002011,1
SPU_002012,0
SPU_002013,0
SPU_002015,0
SPU_002016,0
SPU_002025,0
SPU_002027,0
SPU_002028,0
SPU_002029,0
SPU_002030,0
SPU_002031,0
SPU_002033,0
SPU_002034,0
SPU_002037,0
SPU_002038,0
SPU_002039,0
SPU_002040,0
SPU_002041,1
SPU_002045,0
SPU_002046,0
SPU_002048,0
SPU_002050,0
SPU_002051,0
SPU_002052,0
SPU_002053,0
SPU_002054,0
SPU_002056,0
SPU_002057,0
SPU_002060,0
SPU_002061,0
SPU_002064,0
SPU_002065,0
SPU_002066,0
SPU_002067,0
SPU_002069,0
SPU_002070,0
SPU_002071,0
SPU_002072,0
SPU_002073,0
SPU_002074,0
SPU_002076,0
SPU_002078,0
SPU_002079,0
SPU_002080,0
SPU_002082,0
SPU_002083,0
SPU_002086,0
SPU_002087,0
SPU_002088,0
SPU_002090,0
SPU_002092,0
SPU_002094,0
SPU_002096,0
SPU_002097,0
SPU_002098,0
SPU_002099,0
SPU_002101,0
SPU_002103,0
SPU_002104,0
SPU_002105,0
SPU_002107,0
SPU_002110,1
SPU_002111,0
SPU_002112,0
SPU_002115,0
SPU_002116,0
SPU_002117,1
SPU_002118,0
SPU_002121,0
SPU_002122,0
SPU_002123,0
SPU_002124,0
SPU_002125,0
SPU_002126,0
SPU_002127,0
SPU_002128,0
SPU_002129,0
SPU_002130,0
SPU_002132,0
SPU_002133,0
SPU_002134,0
SPU_002135,0
SPU_002138,0
SPU_002140,1
SPU_002143,0
SPU_002144,0
SPU_002145,0
SPU_002146,0
SPU_002147,0
SPU_002148,0
SPU_002150,0
SPU_002153,0
SPU_002154,0
SPU_002155,0
SPU_002159,0
SPU_002160,0
SPU_002161,0
SPU_002164,0
SPU_002165,0
SPU_002166,0
SPU_002167,0
SPU_002168,0
SPU_002169,0
SPU_002171,0
SPU_002178,1
SPU_002179,0
SPU_002180,0
SPU_002181,0
SPU_002182,0
SPU_002183,0
SPU_002187,0
SPU_002189,0
SPU_002191,0
SPU_002193,0
SPU_002194,0
SPU_002201,0
SPU_002203,0
SPU_002208,0
SPU_002209,0
SPU_002210,0
SPU_002212,0
SPU_002214,1
SPU_002215,0
SPU_002216,0
