geneid,logFC
SPU_0160180,-1.036439447
SPU_019344,0.898559735
SPU_010994,0.928366287
SPU_0106387,0.052526836
SPU_0106386,0.336427512
SPU_0106385,-0.095917403
SPU_0106381,-0.324481324
SPU_0106380,0.929963452
SPU_010638,0.292593851
SPU_004942,-0.071235111
SPU_027396,-0.062711709
SPU_017511,-0.987829115
SPU_0123222,2.514704544
SPU_0123223,0.220214939
SPU_026848,-1.195836401
SPU_0078991,-2.257253587
SPU_007782,0.091577459
SPU_014225,-1.196654618
SPU_014224,1.521098601
SPU_025493,-0.923421228
SPU_008519,-0.716089421
SPU_022532,-3.28649266
SPU_012499,-0.553322724
SPU_024048,-0.688300324
SPU_024049,-0.093816401
SPU_0132371,0.497914283
SPU_0132370,-0.574737768
SPU_0132379,0.476754043
SPU_0132375,-3.002039234
SPU_013237,0.062678313
SPU_01323709,0.25383982
SPU_01323708,-1.529142615
SPU_01323702,-0.243105071
SPU_010657,0.096044261
SPU_0186486,-0.994784917
SPU_0186485,-0.161251006
SPU_018648,-0.440038689
SPU_01323703,-0.036528913
SPU_0132377,-0.38684313
SPU_026920,0.750539583
SPU_028187,0.229208355
SPU_028188,-0.484657663
SPU_012692,3.147095244
SPU_017753,2.011200049
SPU_017752,-0.979615532
SPU_000783,1.351675431
SPU_027374,-0.332695161
SPU_0281870,-0.285520964
SPU_017788,-1.141725755
SPU_012530,-0.143339809
SPU_0140761,-0.329326769
SPU_0140760,-1.10908144
SPU_014076,-0.688946163
SPU_008944,0.542673414
SPU_019995,0.097100113
SPU_020662,-0.34165232
SPU_0206622,-0.318733201
SPU_0089455,0.754967764
SPU_0089458,-0.146263079
SPU_0089451,-1.199649482
SPU_0089452,-0.527341349
SPU_017985,0.923004863
SPU_017984,1.712514703
SPU_008943,-0.043331736
SPU_0089454,3.526684873
SPU_0089457,-0.436496533
SPU_008111,-0.876198843
SPU_014829,-0.408224059
SPU_012039,0.146593343
SPU_000645,0.385596496
SPU_030061,0.127540173
SPU_014828,-1.839011145
SPU_014827,-0.221396873
SPU_016843,-0.847585432
SPU_014016,0.319990773
SPU_0140876,1.100553
SPU_0140165,3.431717777
SPU_010176,0.17111251
SPU_0101760,-0.117109665
SPU_019193,-2.01081301
SPU_014087,-0.219993055
SPU_0140874,-0.273097691
SPU_0140878,0.329350337
SPU_0235459,-1.620957139
SPU_026926,0.446983331
SPU_015974,0.002767684
SPU_003330,-0.268569345
SPU_003395,0.494312229
SPU_010775,-1.090232372
SPU_003459,0.579135223
SPU_0067204,0.150983766
SPU_018831,-0.388152443
SPU_017776,-2.408418683
SPU_006720,-0.427112873
SPU_000759,-0.094985887
SPU_023090,0.145177289
SPU_018417,0.549797521
SPU_000760,-0.062025886
SPU_023089,-1.485248507
SPU_003724,-0.19368079
SPU_019111,-0.563695286
SPU_010247,0.140478392
SPU_010248,1.188169514
SPU_007801,-0.396172858
SPU_009406,-0.18204193
SPU_019110,-0.949727199
SPU_019131,-0.850869221
SPU_007802,-0.465461413
SPU_003596,0.188853313
SPU_003595,-0.098185656
SPU_020933,-1.119158246
SPU_0074562,0.032826865
SPU_013980,2.547583372
SPU_013979,-0.770689268
SPU_0035950,0.055819708
SPU_007562,-1.324909239
SPU_003597,0.60387906
SPU_023366,0.051778735
SPU_027446,0.051931662
SPU_027020,-0.402289099
SPU_005569,-0.69315958
SPU_007460,-0.704151056
SPU_0184463,1.326265707
SPU_014120,-1.296215988
SPU_014924,-0.371842533
SPU_0149240,0.709202402
SPU_016885,-0.322690296
SPU_011457,-0.269257244
SPU_0195991,-0.6475912
SPU_019602,1.511453621
SPU_019599,-0.234374491
SPU_0195990,-0.063421206
SPU_009044,-0.229851004
SPU_018351,-0.157963502
SPU_024996,0.627406732
SPU_018352,-2.055287587
SPU_0054056,-0.801177198
SPU_009513,-0.046069048
SPU_003989,0.964183914
SPU_0188425,-1.772290104
SPU_0103857,0.496905381
SPU_005405,-1.424948756
SPU_012065,0.483811406
SPU_013683,0.291047524
SPU_002842,0.212707696
SPU_026776,-0.015085349
SPU_0185291,-0.772262237
SPU_0185292,-0.07226404
SPU_016895,0.048946424
SPU_018530,0.125941205
SPU_016896,0.744350255
SPU_022465,-0.877769
SPU_0265037,-0.70800603
SPU_026508,0.407458087
SPU_026507,0.090675501
SPU_021970,-1.980052183
SPU_009650,-0.061662134
SPU_019428,-0.296362876
SPU_022591,0.098168167
SPU_022590,-0.985582904
SPU_022593,1.581658949
SPU_025693,0.581733493
SPU_022187,-1.105485445
SPU_021324,0.411181988
SPU_021322,0.639081972
SPU_014517,-1.6030107
SPU_021323,1.344977757
SPU_025691,1.078725775
SPU_000017,-0.118957091
SPU_007036,1.590286857
SPU_014285,0.670539456
SPU_019183,0.369601955
SPU_013030,0.168878341
SPU_015123,0.504082171
SPU_001352,-0.723579925
SPU_005344,-0.038402478
SPU_0144922,0.053765426
SPU_006506,-1.049066707
SPU_0144921,0.29387027
SPU_0144926,0.219218694
SPU_014496,1.982560605
SPU_006683,-1.269900719
SPU_0066830,-4.430397442
SPU_008948,0.330940818
SPU_020565,-1.198733774
SPU_000767,0.144405234
SPU_000765,1.079934929
SPU_0144920,-1.427761105
SPU_020686,-0.570904026
SPU_0144925,-0.477120394
SPU_0144924,0.124955127
SPU_019662,-0.249097951
SPU_0144923,-0.931406913
SPU_016089,0.996919903
SPU_024130,1.978815185
SPU_0257329,0.293645545
SPU_0168449,2.72018461
SPU_015763,-0.053244377
SPU_0157630,0.341490694
SPU_018999,0.768881364
SPU_028085,0.396388006
SPU_023148,0.074684835
SPU_011056,-0.070922088
SPU_027628,-0.436873162
SPU_027627,-0.030650395
SPU_0031716,-0.104137043
SPU_002033,-0.979845331
SPU_003171,-0.272565466
SPU_0031700,1.064220002
SPU_0031708,-0.981954144
SPU_003170,-0.394690855
SPU_015083,0.197262985
SPU_012318,0.112005037
SPU_004548,-0.514448431
SPU_006608,-0.059713586
SPU_011222,0.286717969
SPU_007962,-0.067828906
SPU_0079626,-0.651313849
SPU_007978,-0.759900681
SPU_007963,-0.622725708
SPU_011690,0.352180478
SPU_007965,0.063198772
SPU_0112223,-0.573737333
SPU_0112221,0.880309148
SPU_027046,0.411603752
SPU_027047,0.134091317
SPU_013756,0.598123717
SPU_0207160,0.181452669
SPU_011832,-1.124561555
SPU_0118321,-0.341923507
SPU_026353,-0.141714464
SPU_002306,0.096666093
SPU_008159,-0.043808711
SPU_017837,-0.329968662
SPU_005548,0.381482283
SPU_021069,0.097597372
SPU_008160,0.826858712
SPU_017838,0.135310928
SPU_004251,-1.86350287
SPU_005278,-1.898658934
SPU_022322,0.471426861
SPU_008157,0.298841828
SPU_002708,-0.067341059
SPU_002707,0.094714403
SPU_015737,-1.253053124
SPU_015738,-0.01311302
SPU_004998,-0.221468764
SPU_0049987,3.157788675
SPU_0049989,2.191173636
SPU_0049982,-0.230352527
SPU_010191,0.900889873
SPU_015759,-0.608245544
SPU_0157591,-0.175847716
SPU_0157595,0.892186386
SPU_016424,1.196019705
SPU_0015185,0.858032847
SPU_0015186,-0.050700176
SPU_0015187,0.196084611
SPU_0015188,-0.118134008
SPU_001518,0.206335119
SPU_0015181,0.726084083
SPU_0015183,1.926184792
SPU_0015189,-0.933217819
SPU_004157,-0.186702954
SPU_004156,-0.184939672
SPU_013274.b,0.41344834
SPU_001031,0.341142142
SPU_025326,-1.905369353
SPU_003191,0.243948074
SPU_026075,0.247115384
SPU_0260770,-0.000583039
SPU_0260779,-0.107055466
SPU_018147,-0.318621035
SPU_016309,-0.031412225
SPU_017545,-0.513210347
SPU_011426,0.61108745
SPU_025278,0.510810168
SPU_003192,-0.014539935
SPU_026076,0.720849394
SPU_027857,0.103568663
SPU_001138,-0.093795926
SPU_015950,-0.229811526
SPU_0025554,-0.604912179
SPU_026336,0.044859827
SPU_0263360,-0.042022242
SPU_0025593,-0.146430759
SPU_011079,-0.225732871
SPU_011080,-0.441789589
SPU_006119,0.923521591
SPU_006120,1.432967817
SPU_001768,0.757364629
SPU_0017684,-0.204122309
SPU_0017685,0.533042752
SPU_018379,0.575135542
SPU_027926,4.451876586
SPU_026952,0.16241526
SPU_007999,-0.647986846
SPU_007998,-0.377170428
SPU_022798,-0.438671451
SPU_0245265,-0.746485899
SPU_0245268,0.09551539
SPU_015326,1.055534206
SPU_012567,0.746457588
SPU_014495,0.050156453
SPU_014493,-1.448173281
SPU_024526,0.9835179
SPU_000330,0.091523478
SPU_0280368,-0.422947862
SPU_028036,0.183850967
SPU_019518,-0.166314459
SPU_010197,0.172789225
SPU_0101970,-1.169424208
SPU_0101971,-0.554622593
SPU_0101972,0.127963225
SPU_0101973,0.44028145
SPU_025790,0.21883171
SPU_010198,0.592259443
SPU_000128,0.068911659
SPU_0184523,1.279195874
SPU_020803,0.19022322
SPU_024695,-0.06033973
SPU_018951,-0.010582968
SPU_024168,0.612152269
SPU_0018908,-0.366193922
SPU_026334,-0.363629492
SPU_013058,-1.187769274
SPU_014964,0.986749127
SPU_027442,0.189771771
SPU_011253,-0.049035983
SPU_028923,-0.981860935
SPU_020002,-1.927840585
SPU_0131241,0.155786707
SPU_0131240,-0.303239041
SPU_013124,0.071573933
SPU_024249,-0.317148933
SPU_0242490,-1.075963735
SPU_0242491,-0.634074909
SPU_013123,0.36532912
SPU_014398,-0.204550297
SPU_014399,1.262766163
SPU_014397,0.050563703
SPU_012945,0.039938369
SPU_020261,-0.040018721
SPU_025635,-0.542454764
SPU_001667,0.641154887
SPU_001669,0.475150934
SPU_009949,-2.953848609
SPU_012739,-0.271790697
SPU_020338,0.217808901
SPU_017761,0.338596737
SPU_022859,-2.205863754
SPU_008032,-0.819542824
SPU_023952,1.151975877
SPU_001557,1.149997958
SPU_008880,0.065384628
SPU_0088804,0.056602287
SPU_0094321,-1.340702315
SPU_009432,2.006305885
SPU_028040,0.777969925
SPU_021429,0.96375314
SPU_0214290,-2.793770832
SPU_015788,-1.656901574
SPU_008867,2.869057081
SPU_0268570,0.224388385
SPU_026857,0.04433107
SPU_028260,1.494375897
SPU_011124,0.019569672
SPU_011126,-0.154387471
SPU_011122,-0.025542581
SPU_001780,-0.052520479
SPU_011756,-0.157066084
SPU_013570,-1.718783062
SPU_020142,-0.327968876
SPU_020139,-0.493509
SPU_012644,-0.034564214
SPU_009463,-0.232452242
SPU_000174,-0.062084021
SPU_0126441,-0.454610882
SPU_000173,0.020978794
SPU_0094645,-0.236085409
SPU_009465,-0.010566827
SPU_009462,0.603422876
SPU_009460,-0.958197042
SPU_021093,-0.32993517
SPU_0126440,0.558653785
SPU_0126442,0.091410371
SPU_008199,0.015945405
SPU_008198.b,1.112176313
SPU_024652,1.298634129
SPU_018064,-2.590449575
SPU_0151086,-0.575863778
SPU_0151087,0.897292285
SPU_0151088,1.317769044
SPU_0189116,0.292756839
SPU_0100587,-0.460992741
SPU_011568,0.002502793
SPU_010504,0.452220017
SPU_021679,-0.0349714
SPU_0216790,0.265448803
SPU_0216792,0.764254947
SPU_025486,-0.176516055
SPU_018911,-0.309182354
SPU_0189110,0.077049815
SPU_0189114,-0.4292714
SPU_025518,0.671036932
SPU_017615,-0.041636668
SPU_008886,-0.746966916
SPU_010058,-0.264551315
SPU_006796,0.185714228
SPU_006790,-0.166294034
SPU_014524,0.078703665
SPU_0067947,-0.042121965
SPU_0067944,-0.739563731
SPU_0067946,-0.830511697
SPU_0067945,2.419770752
SPU_006794,-0.015526932
SPU_006793,0.066060445
SPU_014526,1.196963644
SPU_0067942,-2.30102528
SPU_006792,-0.255006827
SPU_0067909,-0.085757366
SPU_0067904,-2.880968451
SPU_026689,0.129987197
SPU_014760,-0.14582115
SPU_014525,-2.777462704
SPU_006795,-0.044530532
SPU_0067948,-0.928326528
SPU_0038722,1.063636596
SPU_003872,-0.062781496
SPU_0108225,0.979446618
SPU_0108223,-0.99136976
SPU_0171134,-0.263053131
SPU_017113,0.27718122
SPU_005000,0.034662252
SPU_021135,-0.146913141
SPU_021134,-0.017174354
SPU_023370,0.592400905
SPU_011624,0.203056119
SPU_003434,-0.072419603
SPU_0023030,1.386963534
SPU_024377,0.039922905
SPU_0002166,-0.530385807
SPU_0002167,-0.709911082
SPU_0002169,-0.418287963
SPU_0057012,0.045562186
SPU_015100,0.371653398
SPU_007537,-0.479145426
SPU_018355,1.90462148
SPU_018356,0.155549319
SPU_0002164,1.310205847
SPU_0166780,0.01352489
SPU_0166784,0.863812226
SPU_018643,-0.47701411
SPU_018644,-0.321844483
SPU_013953,-0.047920558
SPU_013134,0.055909807
SPU_013133,0.012621047
SPU_020323,-0.163137185
SPU_006139,0.170260692
SPU_001919,-1.554392967
SPU_004629,0.237405401
SPU_0205977,-0.257979829
SPU_0205971,0.555911179
SPU_0205970,-0.030765345
SPU_027651,0.324455617
SPU_016520,0.995003704
SPU_011980,-0.94341191
SPU_004628,0.258012491
SPU_005356,-0.249205454
SPU_001181,1.337953787
SPU_020597,-0.254696208
SPU_003586,0.088197574
SPU_003585,0.546658961
SPU_028572,-1.307033715
SPU_015836,0.271403676
SPU_013412,-0.43566581
SPU_026739,-0.052205796
SPU_023075,-0.909800255
SPU_014576,0.078905639
SPU_014575,-0.592166855
SPU_002917,-0.286104466
SPU_0150091,-0.963246572
SPU_003659,0.190305897
SPU_012174,-0.101821974
SPU_008285,-0.192515341
SPU_008286,-2.289424491
SPU_0082872,0.447953409
SPU_0082871,1.985573946
SPU_019575,-0.280887765
SPU_023923,0.278790507
SPU_024517,-0.368870253
SPU_020085,-0.36601002
SPU_012808,-0.059890126
SPU_025439,0.39103673
SPU_0128081,0.911491156
SPU_026177,0.60133939
SPU_003856,-0.354426014
SPU_028584,-0.34450986
SPU_0285855,3.27981525
SPU_0038563,-0.255719853
SPU_003855,-0.203834517
SPU_025959,-0.763041893
SPU_0266073,0.881768828
SPU_022240,-0.210414703
SPU_022241,-0.252781854
SPU_022048,-0.636846931
SPU_000906,1.891747615
SPU_005171,0.103133025
SPU_000388,0.405701745
SPU_017354,1.901763115
SPU_021309,-0.61405196
SPU_002630,0.376478312
SPU_002631,-0.533390826
SPU_000387,-0.064963335
SPU_003203,0.075029137
SPU_018171,-0.405047917
SPU_014522,-0.475476591
SPU_006478,-0.718785824
SPU_006475,-1.967674371
SPU_0145213,-0.143233857
SPU_018389,0.159651302
SPU_018395,-0.305228487
SPU_018390,-0.093967946
SPU_025145,-0.275690018
SPU_008804,-0.35713808
SPU_008803,0.375940788
SPU_008802,1.135758359
SPU_012950,0.477133296
SPU_006958,0.352389621
SPU_018393,-0.004283582
SPU_004948,-0.666554102
SPU_024822,0.988463566
SPU_015403,-1.002670067
SPU_013983,1.664190587
SPU_015404,-0.08637419
SPU_023992,-2.7901904
SPU_0003461,0.324510194
SPU_000346,-0.332115751
SPU_0080651,2.971765638
SPU_0080650,-0.664090526
SPU_008065,0.301914716
SPU_008066,0.484586863
SPU_002049,0.037668037
SPU_013206,1.218780927
SPU_013205,1.248676097
SPU_001578,0.11416005
SPU_022837,-0.506706068
SPU_0278431,0.919711113
SPU_019981,1.041953164
SPU_0257632,-0.516388923
SPU_001311,-1.072629014
SPU_027143,0.098869772
SPU_017598,0.255573315
SPU_025763,-0.066605978
SPU_0257630,0.53572193
SPU_0257631,0.715285207
SPU_0257633,0.005685391
SPU_0257635,0.023724052
SPU_0257637,1.473173461
SPU_0257638,0.921792291
SPU_0166290,0.163915448
SPU_016862,-0.13239213
SPU_0226320,1.593866985
SPU_022632,-0.764490776
SPU_027715,0.353850818
SPU_024308,-0.058374654
SPU_012215,0.455289589
SPU_020646,0.065914612
SPU_024309,-0.331664526
SPU_002394,1.937366419
SPU_024310,-0.188406584
SPU_012505,-0.244114315
SPU_002209,0.052251276
SPU_002207,-0.374090232
SPU_013851,-0.067983397
SPU_025960,0.286853128
SPU_000476,0.423807104
SPU_025962,-2.645166357
SPU_0151982,0.577441224
SPU_0151980,-0.922332308
SPU_015198,-0.005247919
SPU_0259601,-1.686315162
SPU_013856,-0.173532964
SPU_013855,0.466681906
SPU_010547,-0.465504095
SPU_013646,0.543876197
SPU_007259,-0.494393647
SPU_004255,0.089074925
SPU_028753,0.500971199
SPU_026524,0.076125959
SPU_028748,4.202114376
SPU_028750,0.154254381
SPU_0042551,-0.161382563
SPU_0042553,0.293538118
SPU_0042554,-1.526969398
SPU_0042558,0.922068015
SPU_0042559,0.274654789
SPU_0042550,-0.286423909
SPU_004256,-0.260494844
SPU_027703,0.723735855
SPU_005915,0.738908102
SPU_004253,0.46454263
SPU_025978,0.120166074
SPU_020613,1.542692176
SPU_020612,-1.70346155
SPU_010522,-0.470477287
SPU_025975,-0.135398387
SPU_028614,1.749002511
SPU_004684,-0.201532718
SPU_009195,0.098663828
SPU_0259750,-3.185232586
SPU_028615,0.003489899
SPU_028616,0.086613574
SPU_006358,-0.275751005
SPU_000952,0.316728289
SPU_007043,-0.136271531
SPU_0082227,0.509842568
SPU_0224430,-0.902071853
SPU_022443,1.244201619
SPU_0230606,0.286497764
SPU_0230603,0.608531765
SPU_0230605,2.569726109
SPU_026768,0.98657746
SPU_027524,-0.127302833
SPU_019265,1.055941848
SPU_0184492,-0.642886419
SPU_0184491,-0.894895131
SPU_018449,-1.857539879
SPU_005669,-0.478957306
SPU_0275231,0.46703914
SPU_0275239,2.210394882
SPU_0275230,-1.639942514
SPU_019072,1.077949726
SPU_005665,-0.343275513
SPU_027525,1.800196791
SPU_027528,-0.785763527
SPU_023858,0.239031503
SPU_023859,-0.548885254
SPU_021327,0.942944317
SPU_003698,3.15622579
SPU_012653,-0.747048201
SPU_012652,-0.160791607
SPU_006462,1.072395389
SPU_012994,0.139995851
SPU_011358,-0.314164133
SPU_006464,-0.448812384
SPU_009100,0.285392045
SPU_009099,-0.015948684
SPU_010499,1.035966877
SPU_004686,-0.32854121
SPU_016535,-0.085515725
SPU_016534,0.355298083
SPU_028649,-0.851512886
SPU_003036,0.354422954
SPU_015696,0.048777528
SPU_008050,0.615854585
SPU_011062,0.385657086
SPU_015697,-0.253593324
SPU_0209782,-0.817625962
SPU_0209781,1.546074821
SPU_0209780,0.010488037
SPU_026798,-0.419520417
SPU_010597,-3.930486602
SPU_0267985,0.227710583
SPU_0209787,0.024729671
SPU_026797,-0.099698601
SPU_0267978,-0.383303593
SPU_0267983,-0.75220263
SPU_020979,-0.411770928
SPU_019008,-0.542082325
SPU_021580,0.145663465
SPU_019010,-0.149594854
SPU_0190095,0.331265273
SPU_0190094,-0.727975135
SPU_0190092,0.810528672
SPU_021581,-1.107424126
SPU_003251,0.105539845
SPU_015206,0.477472157
SPU_015205,1.529911708
SPU_003995,0.482977685
SPU_011661,-0.304598844
SPU_002476,9.04E-05
SPU_011046,-0.430006896
SPU_016628,-2.501447874
SPU_0131038,0.424915901
SPU_0026824,1.520707706
SPU_002682,1.412268129
SPU_015634,-1.260554843
SPU_015633,-1.124034004
SPU_015635,-0.130945707
SPU_016996,-0.623742981
SPU_002230,0.619110705
SPU_0066623,-0.332092512
SPU_008664,0.371231491
SPU_0066622,-0.146306251
SPU_006662,0.037508265
SPU_010137,-2.092403596
SPU_013695,-0.025860109
SPU_012998,0.047194945
SPU_004294,-0.05916819
SPU_004973,-0.139938997
SPU_004975,-0.03729099
SPU_023926,-0.313941015
SPU_012943,1.28059573
SPU_009749,0.064152962
SPU_010110,-0.328142257
SPU_008620,-0.618480989
SPU_019038,0.161986172
SPU_005477,-2.00561826
SPU_021781,0.22812433
SPU_0217880,-0.508543657
SPU_021783,-0.538179766
SPU_021782,1.193637103
SPU_021432,0.174575104
SPU_005993,0.221936849
SPU_014611,0.057091554
SPU_004164,-0.867433459
SPU_027633,0.318125143
SPU_027634,-0.752717895
SPU_027635,-0.639518483
SPU_010172,-0.063300839
SPU_022661,-0.211895652
SPU_021476,0.020244768
SPU_021470,-0.294826124
SPU_021472,0.344219396
SPU_013662,-0.593938157
SPU_017715,0.137444324
SPU_017714,0.049288658
SPU_026099,0.271327522
SPU_001648,0.073381935
SPU_000482,-0.30582295
SPU_0141180,-1.352635142
SPU_0071261,1.688086207
SPU_004994,-0.17012367
SPU_0049943,-1.818491995
SPU_0049940,-0.715126842
SPU_004995,-1.584184034
SPU_0270066,-1.67444579
SPU_027007,0.769244097
SPU_002314,-0.28675902
SPU_005836,0.201060472
SPU_000687,-2.172626717
SPU_002140,-0.055825604
SPU_000921,-0.005119044
SPU_0006870,0.518282089
SPU_000920,0.116080012
SPU_009989,2.062062525
SPU_016727,2.130254896
SPU_004318,1.814566921
SPU_017478,0.768991454
SPU_001163,0.205574404
SPU_011093,0.086567976
SPU_011090,0.458837008
SPU_011089,0.947663862
SPU_003708,0.25362581
SPU_026445,0.58083435
SPU_016732,0.218139598
SPU_004315,0.762448343
SPU_0174780,-0.681445637
SPU_028089,-1.240891111
SPU_019276,-0.499145493
SPU_005643,0.02368578
SPU_0078132,0.311634409
SPU_013625,0.211249721
SPU_011647,0.174611779
SPU_0078133,0.291932959
SPU_009942,-0.062981354
SPU_013626,-0.311824099
SPU_009551,-0.425553995
SPU_030203,2.282178159
SPU_009549,0.568735723
SPU_028013,-0.455859729
SPU_003608,0.890415079
SPU_003609,0.406281481
SPU_018987,0.16090234
SPU_000098,0.995063918
SPU_018986,0.04297243
SPU_000094,0.116898834
SPU_008545,-0.547092576
SPU_006302,0.483495147
SPU_001224,0.105035076
SPU_020012,0.168014884
SPU_009929,-1.179873245
SPU_020501,-0.306627893
SPU_013191,-0.055773269
SPU_001013,-0.725553056
SPU_001826,0.782348858
SPU_009923,-0.249318882
SPU_005617,0.547346289
SPU_0265621,-1.157727318
SPU_026562,0.168390849
SPU_0184388,0.005582144
SPU_022930,-0.062868647
SPU_0184380,0.098078858
SPU_018438,0.502713858
SPU_018439,-0.042811613
SPU_022151,0.042503899
SPU_026597,0.212508558
SPU_025352,0.175138858
SPU_000258,1.290019903
SPU_008723,-0.09696381
SPU_018657,0.533447332
SPU_015595,-0.373368322
SPU_001643,0.489473988
SPU_001910,-0.811517433
SPU_005983,0.005691026
SPU_026335,0.091374503
SPU_017793,-0.307771045
SPU_023365,0.221460773
SPU_0233650,-0.213257064
SPU_0233658,-0.550820115
SPU_009017,-0.227203313
SPU_007163,1.011349172
SPU_001531,-0.36057867
SPU_001537,-0.211438369
SPU_0015351,0.514737213
SPU_001532,-0.279830566
SPU_0015332,-1.297885731
SPU_000083,-0.558886071
SPU_020225,-0.514130782
SPU_020224,-0.390412297
SPU_024411,1.361622317
SPU_024407,0.74195747
SPU_024408,0.905679021
SPU_010950,0.513118905
SPU_030125,0.451694959
SPU_017279,-0.3073382
SPU_006318,-0.078288904
SPU_017281,-0.364992626
SPU_017483,-0.728232349
SPU_010532,-0.418319468
SPU_012637,0.038034517
SPU_017280,0.87683322
SPU_012842,-0.416603728
SPU_006020,0.128585222
SPU_001545,-0.412343255
SPU_023640,0.363534419
SPU_0236384,0.86801095
SPU_0236382,0.265190984
SPU_020231,1.014146775
SPU_0012779,0.014336985
SPU_0012778,-0.3262533
SPU_0012777,-3.505087613
SPU_011332,-0.447984811
SPU_0012773,0.26445535
SPU_0012772,-0.25650005
SPU_001756,0.029874458
SPU_021761,0.838889005
SPU_026349,0.944059846
SPU_0113212,0.133288046
SPU_011316,0.245470333
SPU_012376,0.203514631
SPU_012377,-0.615284889
SPU_018489,1.272909914
SPU_027565,-1.156169383
SPU_004826,-0.931415645
SPU_004497,1.006357966
SPU_027099,-0.188869689
SPU_018295,-0.667784693
SPU_0070863,-0.154394991
SPU_0070864,0.393544116
SPU_027096,0.858541048
SPU_027098,0.075757992
SPU_027095,-0.656916573
SPU_0270950,-1.450315164
SPU_027092,-0.025959451
SPU_027093,-0.805681367
SPU_027094,-0.313287115
SPU_007086,0.528625532
SPU_027097,-0.057697077
SPU_023055,0.168564038
SPU_008514,-3.961494721
SPU_0063355,0.243617466
SPU_027183,-1.554319167
SPU_015368,1.463456272
SPU_015367,-0.80226772
SPU_015363,-3.002592359
SPU_005099,0.109077179
SPU_0050990,0.992097542
SPU_0050992,0.055513023
SPU_0041280,1.125325164
SPU_005740,1.260990066
SPU_026163,-0.017005039
SPU_016251,0.063212731
SPU_026162,0.281869073
SPU_026161,0.23374608
SPU_011876,1.244032906
SPU_0302317,1.234297985
SPU_0118769,-0.253136645
SPU_0302315,-0.410987467
SPU_0302310,0.008375794
SPU_023389,0.587906012
SPU_012576,0.293479528
SPU_023386,0.169275448
SPU_0235111,-0.373309926
SPU_019664,-0.163266767
SPU_0150900,2.21496433
SPU_0150901,2.948048319
SPU_015091,-0.168949819
SPU_015085,-0.559137047
SPU_023511,0.530751179
SPU_0150920,0.588409119
SPU_004511,0.114242257
SPU_004512,-1.437691451
SPU_010748,0.656688641
SPU_0169621,-0.431183823
SPU_016962,0.301715773
SPU_014986,0.251625702
SPU_014985,-0.257684615
SPU_0169620,-0.300774896
SPU_026119,-0.565029954
SPU_026118,0.314939483
SPU_0261162,0.415105439
SPU_027405,-0.186449185
SPU_012440,-0.204961396
SPU_010518,0.412720579
SPU_014025,0.248141055
SPU_003635,0.338814725
SPU_0036353,0.703292325
SPU_0036358,-1.109558341
SPU_007601,0.015984956
SPU_019001,-0.078917418
SPU_007603,0.561764823
SPU_0211215,0.604484269
SPU_0211214,1.160089309
SPU_0211210,-0.258422958
SPU_021121,-1.111017841
SPU_019174,0.595832731
SPU_014024,-0.541215626
SPU_022512,3.708895479
SPU_008431,0.598288206
SPU_020274,-0.049348875
SPU_0225281,-0.086202771
SPU_028455,0.074465478
SPU_005782,-0.267547715
SPU_005783,0.392419608
SPU_025293,-0.841183557
SPU_001123,1.664760044
SPU_025292,0.312588735
SPU_0146639,-0.10164686
SPU_0146636,-1.103464988
SPU_000069,0.726961994
SPU_002743,-1.096180176
SPU_030148,0.260116901
SPU_000068,-0.370610718
SPU_020164,0.305567077
SPU_024776,0.35606245
SPU_015485,0.144824419
SPU_027116,1.418740451
SPU_021011,2.017282692
SPU_000748,-0.667389585
SPU_003181,-0.729366301
SPU_017070,-0.01954264
SPU_017071,0.028232668
SPU_017072,-0.431320131
SPU_017073,-0.272598526
SPU_016518,0.586075971
SPU_004243,-0.107857437
SPU_013100,-0.136041783
SPU_0042438,0.32052648
SPU_0042439,3.670749606
SPU_004245,-0.193712902
SPU_027548,0.320778732
SPU_009977,-0.414742393
SPU_010865,0.17186456
SPU_021682,-0.89420468
SPU_025057,1.205480912
SPU_010866,1.424904081
SPU_010392,0.01346758
SPU_015669,0.322366283
SPU_007545,-0.073009001
SPU_002813,-0.637155097
SPU_0028124,-0.107860592
SPU_0028129,-0.821675671
SPU_002810,-0.531821465
SPU_002819,-1.416958554
SPU_002821,-1.642976921
SPU_010120,-0.55977934
SPU_007758,-1.265991259
SPU_010119,0.224075986
SPU_010113,-1.151790045
SPU_0101203,0.105989675
SPU_0101202,-2.052044605
SPU_0101200,-1.382847802
SPU_008865,1.40311502
SPU_008863,-0.897914978
SPU_008862,-0.589984373
SPU_020739,0.216403243
SPU_026888,0.453286042
SPU_020737,-0.229449511
SPU_016147,1.14363295
SPU_013179,0.024295512
SPU_021870,0.107032369
SPU_027223,-0.155056858
SPU_004104,-0.18688875
SPU_012296,3.024972342
SPU_027393,-0.405878591
SPU_0153411,0.470251783
SPU_015341,-0.012236336
SPU_012295,-0.14061385
SPU_005743,0.187678451
SPU_022063,0.407325888
SPU_000124,1.492192144
SPU_012510,-0.069160648
SPU_000838,0.570544066
SPU_014789,0.249603244
SPU_013770,0.676900364
SPU_013772,0.605447587
SPU_015909,-0.292617841
SPU_015908,0.011772898
SPU_004078,0.338918752
SPU_004077,1.176616281
SPU_012405,0.55314307
SPU_013769,0.114880438
SPU_013768,-0.758819347
SPU_003077,1.171922713
SPU_027344,0.977380985
